Question,Category,Difficulty Fariha,Difficulty Arean,A,B,C,D,Answer
রাস্তা বা সড়কের ওপর নির্বাচনি ক্যাম্প স্থাপন করা যাবে না কেন?,Politics,2,2,সংবিধান লঙ্ঘন হয় বলে,মানবাধিকারের প্রতি হস্তক্ষেপ বলে,সৌন্দর্যহানি ঘটে বলে,চলাচলে বিঘ্ন হতে পারে বলে,D
কে মূলত বাংলাদেশ সরকারের রাজস্ব বিষয়ক কর্মকর্তা?,Politics,2,2,জেলা প্রশাসক,মেয়র,বিভাগীয় কমিশনার,রাজস্ব কর্মকর্তা,C
কোন নীতি/পদ্ধতির কারণে দ্বৈত নাগরিকতা সৃষ্টি হয়?,Politics,2,2,আবেদনসূত্র,জন্মসূত্র,গণতান্ত্রিক,সমাজতান্ত্রিক,B
দ্বৈতশাসন ব্যর্থতায় পর্যবসিত হয়। এর প্রমাণস্বরূপ কোন বিষয়টি যথার্থ?,Politics,2,2,অর্থনৈতিক অবস্থা ভেঙে পড়া,প্রশাসনিক জটিলতা সৃষ্টি,ফরাসিদের চাপ,হল্যান্ডে অর্থ পাচার,B
রাজনৈতিক দলের কর্মসূচি কীরূপ হয়?;,Politics,2,2,উচ্চাকাক্সক্ষী,ধর্মনিরপেক্ষ,সুনির্দিষ্ট,কূটনৈতিক,C
কোন ধরনের সংবিধান পরিবর্তিত সমাজের সাথে তাল মিলিয়ে চলতে অক্ষম?,Politics,2,2,অলিখিত,সুপরিবর্তনীয়,লিখিত,প্রথানির্ভর,C
২০০৫ সাল পর্যন্ত কোন দেশের সরকার কর্তৃক রাজনৈতিক দল নিষিদ্ধ ছিল?;,Politics,2,2,উগান্ডা,কিউবা,কুয়েত,সৌদি আরব,A
কোন ধরনের শাসনব্যবস্থায় বিরোধী দলের ভূমিকা অত্যন্ত গুরুত্বপূর্ণ?,Politics,2,2,রাজতান্ত্রিক,সমাজতান্ত্রিক,স্বৈরতান্ত্রিক,গণতান্ত্রিক,D
কমনওয়েলথের সদস্য হিসাবে বাংলাদেশ কোন সংস্থার সদস্য?,Politics,2,2,সিয়াটো,কলম্বো পরিকল্পনা,আনজুস,ইউরোপিয়ান ইউনিয়ন,B
লিখিত সংবিধান যুক্তরাষ্ট্রীয় সরকারব্যবস্থার উপযোগী। এর যথার্থ কারণ কী?,Politics,2,2,ক্ষমতা বণ্টন করে দেওয়া হয়,প্রগতির সহায়ক,জরুরি প্রয়োজনে সহায়ক,সহজে পরিবর্তনীয়,A
প্রাচীন গ্রিসের নগর রাষ্ট্রে কারা নাগরিক হিসেবে পরিচিত ছিল?;,Politics,3,3,যারা প্রত্যক্ষভাবে রাষ্ট্রীয় কাজে অংশগ্রহণ করত,যারা কৃষিকাজ করত,যারা ব্যবসা করত,যারা ধর্মীয় কাজ করত,A
অনুমোদন সূত্রে নাগরিকতা অর্জনে যে শর্ত পালন করতে হয়- i. ভোটদান ii. সরকারি চাকরি গ্রহণ iii. সম্পত্তি ক্রয় নিচের কোনটি সঠিক?,Politics,3,3,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",C
বাংলাদেশের সাথে বাণিজ্য সম্পর্ক আছে কিন্তু কূটনৈতিক সম্পর্ক নেই -,Politics,3,3,ইসরাইল,তাইওয়ান,দক্ষিণ আফ্রিকা,হাইতি,B
জেলা প্রশাসকের শাসন সংক্রান্ত কাজ হলো- i. সরকারি দপ্তরের কাজ তদারকি করা ii. সরকারি নীতি নির্ধারণ করা iii. কর আদায় করা নিচের কোনটি সঠিক?,Politics,3,3,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",A
নির্বাহী কর্তৃপক্ষ নির্বাচন কমিশনের জন্য কিরূপ কাজ করে?,Politics,3,3,বিরোধিতামূলক,প্রতিযোগিতামূলক,সহায়তামূলক,উদ্দেশ্যমূলক,C
দেশ পরিচালনার জন্য নাগরিকবৃন্দ কর্তৃক বিভিন্ন দলের প্রার্থীদের মধ্য থেকে প্রতিনিধি বাছাইকে কী বলে?,Politics,3,3,নির্বাচন,গণতন্ত্র,রাজতন্ত্র,নির্বাচক,A
জনসমষ্টি নির্দিষ্ট ভূখন্ডের ওপর যেভাবে নিয়ন্ত্রণ প্রতিষ্ঠা করে - i. জাতীয়তাবাদী আন্দোলনের মাধ্যমে ii. সংগ্রাম ও যুদ্ধের মাধ্যমে iii. সাংবিধানিকভাবে নিচের কোনটি সঠিক?,Politics,3,3,i ও ii,ii ও iii,i ও iii,"i, ii ও iii",D
নির্বাচন একটি গুরুত্বপূর্ণ বিষয়-; i. গণতন্ত্রে ii. রাজতন্ত্রে iii. একনায়কতন্ত্রে নিচের কোনটি সঠিক?,Politics,3,3,i ও ;ii,i ও ;iii,ii ও ;iii,"i, ii ও iii",B
কোনটি রাষ্ট্রীয় অর্থ নিয়ন্ত্রণকারী?,Politics,3,3,মন্ত্রিসভা;,আইনসভা;,শাসন বিভাগ,বিচার বিভাগ,B
দ্বিকক্ষবিশিষ্ট আইনসভায় কোন ধরনের পরিষদ থাকে?,Politics,3,3,উচ্চ ও মধ্য,উচ্চ ও নিম্ন,নিম্ন ও মধ্য,বড় ও ছোট,B
বাংলাদেশের স্থানীয় স্বায়ত্তশাসিত প্রতিষ্ঠানগুলো হচ্ছে- i. ইউনিয়ন পরিষদ ii. উপজেলা পরিষদ iii. জেলা প্রশাসন নিচের কোনটি সঠিক?,Politics,3,3,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",A
বাংলাদেশে স্থানীয় সরকারের শাসন-কাঠামো রূপ লাভ করে কখন থেকে?;,Politics,3,3,মুঘল আমল,পাল আমল,তুর্কি আমল,সুলতানি আমল,A
যদি বাংলাদেশে একটি সময় পর্যন্ত রাজনৈতিক দলের অংশগ্রহণ নিষিদ্ধ থাকত তবে কোন দেশের সাথে একে তুলনা করা যেত?;,Politics,3,3,সৌদি আরব,উগান্ডা,লিবিয়া,ভারত,B
