Question,Category,Difficulty Fariha,Difficulty Arean,A,B,C,D,Answer
কেন্দ্রীয় শহিদ মিনার প্রথম কে উদ্বোধন করেন?,History,1,1,শহিদ সালামের পিতা,শহিদ জব্বারের পিতা,শহিদ শফিউরের পিতা,শহিদ বরকতের পিতা,C
প্রশিকার ঋণ আদায়ের হার কত?,Economics,3,3,99.60%,99.99%,99.70%,99.50%,D
কোন নির্দিষ্ট সময়ে অর্থের পরিমাণ দ্বিগুণ হলে অর্থের মূল্য কিরূপ হবে?,Economics,3,4,দ্বিগুণ হবে,তিনগুণ হবে,চারগুণ হবে,অর্ধেক হবে,D
রিখটার স্কেলের মাধ্যমে কী পরিমাপ করা হয়?,Geography,2,2,বারিপাত,ভূমিকম্পের তীব্রতা,বায়ুপ্রবাহের গতি,স্রোতের তীব্রতা,B
ভূত্বক ও গুরুমন্ডলের মাঝে একটি পাতলা স্তর রয়েছে তাকে কি বলে?,Geography,1,1,আন্ত:বিচ্ছেদ,মোহোবিচ্ছেদ,গুটেনবার্গ,বাহি:বিচ্ছেদ,B
অতীতকালে স্বাভাবিক জলবায়ুর অবস্থা কীরূপ ছিল?,Geography,2,2,চরমভাবাপন্ন,সমভাবাপন্ন,মৃদুভাবাপন্ন,আর্দ্রভাবাপন্ন,C
কত তারিখে রাষ্ট্রপতির সম্মতির ফলে দুদক বিল আইনে পরিণত হয়?,Law,2,3,২০ ফেব্রুয়ারি,২২ ফেব্রুয়ারি,২১ ফেব্রুয়ারি,২৩ ফেব্রুয়ারি,D
বাংলাদেশ সংবিধানের ১৮(১) নং অনুচ্ছেদে কোনটি সম্পর্কে বলা হয়েছে?,Law,3,2,খাদ্য দ্রব্য সম্পর্কে,মৌলিক অধিকার সম্পর্কে,জনস্বাস্থ্য সম্পর্কে,শিক্ষানীতি সম্পর্কে,C
সোমালি স্রোতটি কোন মহাসাগরের?,Geography,2,1,দক্ষিণ ভারত মহাসাগরীয়,উত্তর ভারত মহাসাগরীয়,উত্তর আটলান্টিক মহাসাগরীয়,দক্ষিণ আটলান্টিক মহাসাগরীয়,B
মেঘনা নদীর উপনদী কোনটি?,Geography,2,2,ধলেশ্বরী,করতোয়া,তিস্তা,মহাগগা,A
আইনের চোখে সকলে সমান'-উক্তিটি কে করেছেন?,Law,2,1,অধ্যাপক হ্যারল্ড জে. লাস্কি,লর্ড ব্রাইস,অধ্যাপক ডাইসি,অধ্যাপক হারমান ফাইনার,C
ইভটিজিং শব্দটির আভিধানিক রূপ কী?,Social,1,2,অত্যাচার করা,উত্ত্যক্ত করা,নির্যাতন করা,পরিহাস করা,B
কৃষি হচ্ছে সৃষ্টি সম্পর্কীয় কাজ যার বিস্তৃতি- i. উদ্ভিদ পরিচর্যা ii. রুচিমাফিক উৎপাদন iii. পণ্য বাজারজাতকরণ নিচের কোনটি সঠিক?,MISC,4,3,i ও  ii,ii ও  iii,i ও  iii,"i, ii ও  iii",C
"মুনাফা সর্বোচ্চকরণের আধুনিক পদ্ধতিতে শর্ত হলো— i. MR = MC ii. TR > TC iii. MR = MC, MR রেখার ঢাল < MC রেখার ঢাল নিচের কোনটি সঠিক?",Economics,4,4,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",B
মহাদেশীয় পাতগুলো মহাসাগরীয় পাতের ওপর কোন অবস্থায় আছে?,Geography,4,2,ভাসমান অবস্থায়,ডুবন্ত অবস্থায়,কঠিন অবস্থায়,তরল অবস্থায়,A
অগাস্ট কোঁৎ সমাজবিজ্ঞানকে মনে করেন- i. সামাজিক স্থিতিশীলতার বিজ্ঞান ii. সামাজিক পরিবর্তনশীলতার বিজ্ঞান iii. সামাজিক গতিশীলতার বিজ্ঞান নিচের কোনটি সঠিক?,Social,4,3,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",C
বিভাগীয় কমিশনারের সেবামূলক কাজ হল- i. দুর্ভিক্ষের প্রকোপ হ্রাস ii. খাল খনন iii. বন্যাদুর্গতদের সহযোগিতা,Politics,5,4,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",B
নবাব আবদুল লতিফের অবসান হলো — i. হিন্দু কলেজকে প্রেসিডেন্সি কলেজে রূপান্তর ii. মুহসীন ফান্ডকে শিয়া-সুন্নি সকলের জন্যে উন্মুক্ত করা; iii. নিজের জমিদারিতে বিলাসী জীবনযাপন করা; নিচের কোনটি সঠিক?,History,5,5,i ও ii,i ও iii,ii ও iii,"i, ii ও iii",A
কোন দেশে সংসদীয় সরকার প্রচলিত নেই?,Politics,2,4,বাংলাদেশ,ভারত,যুক্তরাজ্য,যুক্তরাষ্ট্র,D
কোন রাজনৈতিক ব্যক্তিত্ব সোহরাওয়ার্দীর রাজনীতির ফসল?,Politics,5,1,ফজলুল হক,মাওলানা ভাসানী,তাজউদ্দিন আহমদ,বঙ্গবন্ধু শেখ মুজিবুর রহমান,D
ভাস্কো-দা-গামা ভারতের কোন স্থানে প্রথম উপস্থিত হন?;,History,3,2,কালিকটে,কর্নাটকে,পলাশীতে;,আগ্রায়,A
বাংলাদেশে জনসংখ্যা নিয়ন্ত্রণ কার্যক্রমকে মূলত কয়টি ভাগে ভাগ করা যায়?,Politics,3,1,৩ ভাগে,৪ ভাগে,২ ভাগে,৫ ভাগে,C
অভিগমন কত প্রকার হতে পারে?,MISC,2,2,৩ প্রকার,৪ প্রকার,৫ প্রকার,২ প্রকার,D
দিনমজুর করিমের ছেলে মনির বিসিএস পরীক্ষায় উত্তীর্ণ হয়ে ম্যাজিস্ট্রেট হয়েছে।; মনিরের এই অবস্থান কোন ধরনের গতিশীলতাকে নির্দেশ করে?,Politics,1,3,আনুভূমিক,আরোপিত,ঊর্ধ্বমুখী উল্লম্বী,নিম্নমুখী উল্লম্বী,A
উৎপাদিত দ্রব্যের অবশ্যই কী থাকতে হবে?,Economics,1,4,স্থীরতা,আকার,লাভ,বিনিয়ময় মূল্য,D
